step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,type_CASH_IN,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER,isFraud
710,19474.64,640775.0,621300.36,0.0,0.0,0,0,0,1,0,0
710,180541.02,8051.0,0.0,5127079.04,5307620.06,0,1,0,0,0,0
710,72067.14,409017.0,481084.14,0.0,0.0,1,0,0,0,0,0
710,545430.77,16324.0,0.0,0.0,545430.77,0,1,0,0,0,0
710,229275.89,170420.0,0.0,0.0,229275.89,0,1,0,0,0,0
710,354357.14,9527.0,0.0,0.0,354357.14,0,1,0,0,0,0
710,23727.06,1522.0,0.0,0.0,0.0,0,0,0,1,0,0
710,83228.8,11390.0,0.0,454590.57,537819.37,0,1,0,0,0,0
710,715.45,42395.0,41679.55,0.0,0.0,0,0,0,1,0,0
710,352534.81,537.0,0.0,27157669.6,27510204.41,0,1,0,0,0,0
710,7651.0,30570.0,22919.0,0.0,0.0,0,0,0,1,0,0
710,39951.05,1957.0,41908.05,80731.52,40780.47,1,0,0,0,0,0
710,35455.74,100596.0,65140.26,0.0,0.0,0,0,0,1,0,0
710,100446.35,101.0,100547.35,5390190.12,5289743.78,1,0,0,0,0,0
710,10317.63,51729.0,41411.37,0.0,10317.63,0,1,0,0,0,0
710,161111.01,25531.0,0.0,0.0,161111.01,0,1,0,0,0,0
710,134834.65,52177.0,0.0,584591.41,719426.07,0,1,0,0,0,0
710,19994.81,158.0,0.0,0.0,0.0,0,0,0,1,0,0
710,131001.08,2647.0,0.0,0.0,131001.08,0,0,0,0,1,0
710,262834.59,474.0,0.0,0.0,262834.59,0,1,0,0,0,0
710,25674.28,20750.0,0.0,0.0,0.0,0,0,0,1,0,0
710,94693.87,11516.0,0.0,3874823.83,3969517.7,0,1,0,0,0,0
710,30190.04,39601.0,9410.96,0.0,0.0,0,0,0,1,0,0
710,86284.22,55377.0,0.0,1980758.83,2067043.05,0,1,0,0,0,0
710,41303.04,7153.0,0.0,0.0,0.0,0,0,0,1,0,0
710,37201.0,505069.0,467868.0,0.0,0.0,0,0,0,1,0,0
710,244254.98,21283.0,0.0,405602.7,649857.68,0,1,0,0,0,0
710,46898.0,7422.0,0.0,0.0,0.0,0,0,0,1,0,0
710,247912.47,9963.0,0.0,0.0,247912.47,0,1,0,0,0,0
710,38858.54,4440.0,0.0,0.0,0.0,0,0,0,1,0,0
710,73155.96,133767.0,60611.04,80649.47,153805.43,0,1,0,0,0,0
710,156897.2,12911.0,0.0,0.0,156897.2,0,1,0,0,0,0
710,68370.54,64978.0,133348.54,0.0,0.0,1,0,0,0,0,0
710,5938.25,17998.0,12059.75,0.0,0.0,0,0,0,1,0,0
710,30346.95,408.0,0.0,0.0,30346.95,0,1,0,0,0,0
710,17205.6,105905.0,123110.6,77922.93,60717.33,1,0,0,0,0,0
710,114459.7,547413.0,432953.3,703732.76,818192.46,0,1,0,0,0,0
710,3918.62,52601.0,56519.62,0.0,0.0,1,0,0,0,0,0
710,62564.86,37689.0,0.0,199800.53,262365.39,0,1,0,0,0,0
710,29935.34,16608.0,0.0,0.0,0.0,0,0,0,1,0,0
710,79498.72,37075.0,0.0,1434816.82,1514315.54,0,1,0,0,0,0
710,21460.5,76890.0,55429.5,1028284.82,1049745.32,0,1,0,0,0,0
710,123258.16,134.0,0.0,0.0,123258.16,0,1,0,0,0,0
710,279847.21,35453.0,0.0,49687.78,329534.99,0,1,0,0,0,0
710,96578.75,72474.0,0.0,562552.65,659131.4,0,1,0,0,0,0
710,32687.57,67349.0,34661.43,0.0,0.0,0,0,0,1,0,0
710,289144.19,675127.0,964271.19,607285.84,318141.65,1,0,0,0,0,0
710,218367.74,41109.0,259476.74,558024.35,339656.6,1,0,0,0,0,0
710,318662.11,62780.0,0.0,0.0,318662.11,0,0,0,0,1,0
710,284030.73,26215.0,310245.73,503290.93,219260.21,1,0,0,0,0,0
710,504124.01,6114.0,0.0,0.0,504124.01,0,0,0,0,1,0
710,135637.08,10175.0,0.0,18760.3,154397.38,0,1,0,0,0,0
710,295799.49,9026.0,304825.49,3541247.46,3245447.97,1,0,0,0,0,0
710,201158.33,50224.0,251382.33,2149677.56,1948519.23,1,0,0,0,0,0
710,24997.19,18166.0,43163.19,0.0,0.0,1,0,0,0,0,0
710,246839.14,174.0,247013.14,2363894.72,2117055.57,1,0,0,0,0,0
710,143765.3,87110.0,0.0,797199.39,940964.69,0,1,0,0,0,0
710,14331.97,10613.0,0.0,0.0,0.0,0,0,0,1,0,0
710,168415.86,15163.0,183578.86,143359.78,0.0,1,0,0,0,0,0
710,345650.86,14146.0,0.0,80041.96,425692.82,0,1,0,0,0,0
710,26578.98,271.0,0.0,0.0,0.0,0,0,0,1,0,0
710,43484.55,609786.0,566301.45,0.0,0.0,0,0,0,1,0,0
710,558069.82,2012.0,0.0,83132.68,641202.5,0,1,0,0,0,0
710,175873.12,4983.0,0.0,3039766.99,3215640.1,0,0,0,0,1,0
710,1455199.39,163.0,0.0,528201.84,1983401.23,0,0,0,0,1,0
710,9342.5,10388.0,1045.5,0.0,0.0,0,0,0,1,0,0
710,166602.45,21260.0,187862.45,0.0,0.0,1,0,0,0,0,0
710,12727.25,60497.0,47769.75,0.0,0.0,0,0,0,1,0,0
710,165097.93,45477.0,210574.93,573195.95,408098.03,1,0,0,0,0,0
710,150797.22,742.0,0.0,999447.65,1150244.87,0,1,0,0,0,0
710,1301.06,49644.0,48342.94,0.0,0.0,0,0,0,1,0,0
710,139648.13,65537.0,205185.13,650576.01,510927.88,1,0,0,0,0,0
710,128153.93,25635.0,153788.93,2192418.49,2064264.56,1,0,0,0,0,0
710,10150.38,16602.0,6451.62,0.0,0.0,0,0,0,1,0,0
710,773103.14,64850.0,0.0,102662.41,875765.54,0,0,0,0,1,0
710,66837.74,49546.0,0.0,0.0,66837.74,0,1,0,0,0,0
710,40599.54,10434.0,0.0,5132171.08,5172770.62,0,1,0,0,0,0
710,26092.31,135881.0,109788.69,0.0,0.0,0,0,0,1,0,0
710,630767.8,389096.0,0.0,0.0,630767.8,0,1,0,0,0,0
710,117289.86,30999.0,0.0,4563.02,121852.87,0,1,0,0,0,0
710,2992.95,64604.0,61611.05,0.0,0.0,0,0,0,1,0,0
710,528.2,248913.0,248384.8,0.0,0.0,0,0,0,1,0,0
710,83566.96,53223.0,0.0,0.0,83566.96,0,1,0,0,0,0
710,127105.94,16754.0,0.0,156858.78,283964.73,0,1,0,0,0,0
710,217968.74,716409.0,934377.74,270659.65,52690.91,1,0,0,0,0,0
710,128612.05,7275.0,0.0,0.0,128612.05,0,1,0,0,0,0
710,12782.58,4820.0,0.0,0.0,0.0,0,0,0,1,0,0
710,222851.53,110151.0,0.0,57859.79,280711.32,0,1,0,0,0,0
710,204312.8,10636.0,214948.8,0.0,0.0,1,0,0,0,0,0
710,10446.21,21227.0,10780.79,0.0,0.0,0,0,0,1,0,0
710,201253.33,20546.0,0.0,0.0,201253.33,0,0,0,0,1,0
710,575522.23,29421.0,0.0,10106146.42,10681668.65,0,1,0,0,0,0
710,24938.43,34077.0,9138.57,0.0,0.0,0,0,0,1,0,0
710,47267.15,19879.0,0.0,0.0,47267.15,0,1,0,0,0,0
710,1468.6,21190.0,19721.4,0.0,0.0,0,0,0,1,0,0
710,49723.2,141112.0,190835.2,271137.2,221414.0,1,0,0,0,0,0
710,78356.76,1719.0,0.0,0.0,78356.76,0,1,0,0,0,0
710,101066.64,30337.0,131403.64,5418743.13,5317676.49,1,0,0,0,0,0
710,83223.04,877.0,0.0,0.0,83223.04,0,1,0,0,0,0
710,11488.71,15038.0,3549.29,0.0,11488.71,0,1,0,0,0,0
710,122430.06,168290.0,45859.94,123569.51,245999.57,0,1,0,0,0,0
710,110219.27,34601.0,0.0,0.0,110219.27,0,1,0,0,0,0
710,349077.33,27678.0,0.0,0.0,349077.33,0,1,0,0,0,0
710,22231.7,30644.0,8412.3,0.0,0.0,0,0,0,1,0,0
710,85011.43,141908.0,56896.57,0.0,85011.43,0,1,0,0,0,0
710,28501.32,89152.0,60650.68,1473534.31,1502035.63,0,1,0,0,0,0
710,198919.47,22298.0,0.0,128040.48,326959.94,0,1,0,0,0,0
710,159433.04,1107.0,0.0,0.0,159433.04,0,1,0,0,0,0
710,74550.4,266203.0,340753.4,618769.39,544218.98,1,0,0,0,0,0
710,214237.96,11105.0,0.0,31580.26,245818.22,0,0,0,0,1,0
710,18243.13,1042.0,0.0,0.0,0.0,0,0,0,1,0,0
710,83100.2,54926.0,0.0,0.0,83100.2,0,1,0,0,0,0
710,223750.82,25524.0,0.0,201570.27,425321.09,0,1,0,0,0,0
710,22238.38,10139.0,0.0,0.0,0.0,0,0,0,1,0,0
710,40853.12,135454.0,94600.88,0.0,0.0,0,0,0,1,0,0
710,166817.45,10767.0,0.0,28985.25,195802.7,0,1,0,0,0,0
710,20240.57,1414.0,0.0,0.0,0.0,0,0,0,1,0,0
710,254517.98,231295.0,0.0,0.0,254517.98,0,1,0,0,0,0
710,301054.83,10065.0,0.0,618.09,301672.92,0,1,0,0,0,0
710,85016.31,446.0,85462.31,0.0,0.0,1,0,0,0,0,0
710,370081.62,706.0,0.0,121046.62,491128.24,0,1,0,0,0,0
710,144101.99,6339.0,150440.99,118913.29,0.0,1,0,0,0,0,0
710,321824.02,51310.0,0.0,42623.57,364447.59,0,1,0,0,0,0
710,229947.62,153589.0,0.0,69539.09,299486.71,0,1,0,0,0,0
710,21192.96,206019.0,184826.04,0.0,0.0,0,0,0,1,0,0
710,562070.36,11378.0,0.0,127334.87,689405.23,0,1,0,0,0,0
710,42254.64,176450.0,134195.36,0.0,0.0,0,0,0,1,0,0
710,404537.08,439.0,404976.08,705146.46,300609.38,1,0,0,0,0,0
710,84895.93,10452.0,0.0,0.0,84895.93,0,1,0,0,0,0
710,116953.42,156.0,117109.42,163380.38,46426.96,1,0,0,0,0,0
710,371677.85,83691.0,0.0,0.0,371677.85,0,1,0,0,0,0
710,140959.36,91397.0,232356.36,96953.06,0.0,1,0,0,0,0,0
710,77252.73,60265.0,0.0,0.0,77252.73,0,1,0,0,0,0
710,3005.41,16748.0,19753.41,0.0,0.0,1,0,0,0,0,0
710,68283.22,1083.0,0.0,42102.67,110385.89,0,0,0,0,1,0
710,12666.74,18520.0,5853.26,0.0,0.0,0,0,0,1,0,0
710,140482.28,287695.0,428177.28,392989.99,252507.71,1,0,0,0,0,0
710,198961.47,21314.0,0.0,122277.1,321238.57,0,1,0,0,0,0
710,270756.2,182.0,0.0,0.0,270756.2,0,1,0,0,0,0
710,4207.62,95375.0,91167.38,0.0,0.0,0,0,0,1,0,0
710,146432.57,51354.0,0.0,1215971.24,1362403.8,0,1,0,0,0,0
710,456330.44,2293.0,458623.44,733472.81,277142.37,1,0,0,0,0,0
710,349678.9,1191.0,0.0,0.0,349678.9,0,1,0,0,0,0
710,1385.21,12114.0,10728.79,0.0,0.0,0,0,0,1,0,0
710,176894.93,1176.0,0.0,168578.56,345473.49,0,0,0,0,1,0
710,49562.06,232.0,0.0,394499.83,444061.89,0,1,0,0,0,0
710,21391.56,82279.0,60887.44,0.0,0.0,0,0,0,1,0,0
710,225928.63,100486.0,0.0,480570.33,706498.97,0,1,0,0,0,0
710,152822.5,598.0,153420.5,134482.25,0.0,1,0,0,0,0,0
710,84394.55,87697.0,172091.55,32129.89,0.0,1,0,0,0,0,0
710,52330.1,13012.0,0.0,0.0,0.0,0,0,0,1,0,0
710,24875.98,259794.0,234918.02,0.0,0.0,0,0,0,1,0,0
710,563161.04,145294.0,0.0,1188937.19,1752098.23,0,1,0,0,0,0
710,261841.08,297.0,0.0,808608.57,1070449.65,0,1,0,0,0,0
710,259792.5,1648.0,0.0,128257.64,388050.14,0,1,0,0,0,0
710,21778.18,41444.0,19665.82,0.0,0.0,0,0,0,1,0,0
710,366088.27,174781.0,0.0,114017.72,480105.99,0,0,0,0,1,0
710,223730.68,21347.0,0.0,830745.04,1054475.72,0,1,0,0,0,0
710,76244.38,77218.0,973.62,58924.16,135168.54,0,1,0,0,0,0
710,3064.88,89735.0,86670.12,0.0,0.0,0,0,0,1,0,0
710,182394.73,8451.0,0.0,1976125.6,2158520.33,0,0,0,0,1,0
710,124157.51,2588.0,0.0,326971.57,451129.08,0,1,0,0,0,0
710,289539.01,28121.0,317660.01,124815.73,0.0,1,0,0,0,0,0
710,21131.93,12206.0,0.0,0.0,0.0,0,0,0,1,0,0
710,267130.27,19220.0,286350.27,219368.62,0.0,1,0,0,0,0,0
710,29774.29,49880.0,20105.71,0.0,0.0,0,0,0,1,0,0
710,714125.8,15671.0,0.0,503428.11,1217553.92,0,1,0,0,0,0
710,48331.42,174020.0,125688.58,0.0,0.0,0,0,0,1,0,0
710,32718.83,81139.0,48420.17,0.0,0.0,0,0,0,1,0,0
710,685873.74,3660.0,0.0,58293.85,744167.59,0,1,0,0,0,0
710,35310.34,9086.0,0.0,0.0,0.0,0,0,0,1,0,0
710,454488.97,110.0,0.0,5240217.45,5694706.42,0,1,0,0,0,0
710,517273.41,134330.0,0.0,1259890.19,1777163.59,0,1,0,0,0,0
710,451493.76,5159.0,0.0,4160898.46,4612392.23,0,1,0,0,0,0
710,285516.95,10559.0,0.0,157700.65,443217.6,0,1,0,0,0,0
710,780.21,36600.0,35819.79,0.0,0.0,0,0,0,1,0,0
710,70113.66,43656.0,0.0,1563.1,71676.76,0,1,0,0,0,0
710,365.85,52364.0,51998.15,0.0,0.0,0,0,0,1,0,0
710,206849.38,54514.0,0.0,134219.48,341068.87,0,1,0,0,0,0
710,14103.58,5805.0,0.0,0.0,0.0,0,0,0,1,0,0
710,690.72,843.0,152.28,0.0,0.0,0,0,0,1,0,0
710,34970.12,160099.0,125128.88,0.0,0.0,0,0,0,1,0,0
710,73943.89,10157.0,0.0,0.0,73943.89,0,1,0,0,0,0
710,106981.35,72875.0,0.0,6771041.08,6878022.43,0,1,0,0,0,0
710,17310.21,155.0,0.0,0.0,17310.21,0,1,0,0,0,0
710,101903.84,93400.0,0.0,1889351.8,1991255.64,0,1,0,0,0,0
710,367422.26,125.0,0.0,821159.31,1188581.57,0,1,0,0,0,0
710,60652.33,17550.0,0.0,288108.73,348761.07,0,1,0,0,0,0
710,14928.62,21575.0,6646.38,0.0,0.0,0,0,0,1,0,0
710,561194.35,8169.0,0.0,1457860.16,2019054.5,0,0,0,0,1,0
710,39357.97,349808.0,310450.03,0.0,0.0,0,0,0,1,0,0
710,64261.41,35807.0,0.0,0.0,0.0,0,0,0,1,0,0
710,163004.51,20371.0,0.0,55196.37,218200.88,0,1,0,0,0,0
710,234492.04,164451.0,0.0,11782.04,246274.07,0,1,0,0,0,0
710,102436.81,40163.0,0.0,0.0,102436.81,0,1,0,0,0,0
710,18888.6,94758.0,75869.4,0.0,0.0,0,0,0,1,0,0
710,189138.26,21867.0,0.0,0.0,189138.26,0,1,0,0,0,0
710,3577.3,255.0,0.0,0.0,0.0,0,0,0,1,0,0
710,123035.2,23825.0,0.0,0.0,123035.2,0,1,0,0,0,0
710,313987.98,178415.0,0.0,636375.33,950363.31,0,1,0,0,0,0
710,301474.53,10409.0,0.0,773949.97,1075424.5,0,1,0,0,0,0
710,29748.59,103039.0,73290.41,0.0,0.0,0,0,0,1,0,0
710,284209.36,36156.0,0.0,0.0,284209.36,0,1,0,0,0,0
710,5023.66,90045.0,85021.34,454246.81,459270.47,0,1,0,0,0,0
710,17694.56,45069.0,27374.44,0.0,0.0,0,0,0,1,0,0
710,168484.43,76686.0,0.0,2895745.99,3064230.42,0,1,0,0,0,0
710,53950.84,323.0,54273.84,98127.43,44176.59,1,0,0,0,0,0
710,12591.76,50393.0,37801.24,0.0,0.0,0,0,0,1,0,0
710,548109.12,35345.0,0.0,19890.44,567999.56,0,1,0,0,0,0
710,429268.73,116710.0,0.0,202393.28,631662.02,0,1,0,0,0,0
710,1833.53,56546.0,54712.47,1297773.15,1299606.68,0,0,1,0,0,0
710,29165.54,11974.0,41139.54,405636.63,376471.1,1,0,0,0,0,0
710,54641.97,532.0,0.0,0.0,0.0,0,0,0,1,0,0
710,54622.13,111700.0,166322.13,88804.55,34182.42,1,0,0,0,0,0
710,391421.43,8172.0,0.0,8478.42,399899.85,0,0,0,0,1,0
710,31514.53,258882.0,227367.47,2379225.66,2410740.19,0,1,0,0,0,0
710,36656.57,31377.0,0.0,0.0,0.0,0,0,0,1,0,0
710,162734.04,20210.0,182944.04,291191.55,128457.5,1,0,0,0,0,0
710,371464.07,10583.0,382047.07,11835.89,0.0,1,0,0,0,0,0
710,406088.59,1037.0,0.0,0.0,406088.59,0,1,0,0,0,0
710,273793.01,40213.0,314006.01,0.0,0.0,1,0,0,0,0,0
710,34532.27,244.0,34776.27,233093.36,198561.1,1,0,0,0,0,0
710,231879.77,90262.0,322141.77,0.0,0.0,1,0,0,0,0,0
710,207882.01,31388.0,0.0,0.0,207882.01,0,1,0,0,0,0
710,402629.66,322941.0,0.0,1290270.31,1692899.96,0,1,0,0,0,0
710,165431.53,11374.0,0.0,33951.22,199382.75,0,1,0,0,0,0
710,28952.75,21622.0,0.0,0.0,0.0,0,0,0,1,0,0
710,302732.07,221757.0,0.0,70243.98,372976.04,0,1,0,0,0,0
710,25075.33,11618.0,0.0,0.0,0.0,0,0,0,1,0,0
710,53698.56,123816.0,70117.44,332882.15,386580.71,0,1,0,0,0,0
710,16358.9,6666.0,0.0,0.0,0.0,0,0,0,1,0,0
710,17552.89,8077.0,0.0,0.0,0.0,0,0,0,1,0,0
710,36801.11,147735.0,110933.89,0.0,0.0,0,0,0,1,0,0
710,255023.4,10749.0,265772.4,45661.76,0.0,1,0,0,0,0,0
710,378560.03,15625.0,0.0,0.0,378560.03,0,1,0,0,0,0
710,353004.46,1203.0,0.0,98780.58,451785.03,0,1,0,0,0,0
710,12084.33,20759.0,8674.67,0.0,0.0,0,0,0,1,0,0
710,117942.7,50185.0,168127.7,0.0,0.0,1,0,0,0,0,0
710,138946.68,406.0,0.0,0.0,138946.68,0,1,0,0,0,0
710,88726.07,19879.0,0.0,0.0,88726.07,0,1,0,0,0,0
710,196878.54,20977.0,217855.54,2804566.82,2607688.28,1,0,0,0,0,0
710,94011.34,82660.0,0.0,179367.89,273379.23,0,1,0,0,0,0
710,344252.97,25377.0,0.0,0.0,344252.97,0,1,0,0,0,0
710,248717.72,919.0,249636.72,351666.8,102949.08,1,0,0,0,0,0
710,358971.1,598343.0,239371.9,0.0,358971.1,0,0,0,0,1,0
710,1292990.28,101840.0,0.0,789848.99,2082839.26,0,0,0,0,1,0
710,57094.58,11091.0,68185.58,1920578.5,1863483.92,1,0,0,0,0,0
710,270015.21,24713.0,294728.21,2816315.81,2546300.6,1,0,0,0,0,0
710,43730.29,31981.0,0.0,0.0,0.0,0,0,0,1,0,0
710,868763.13,9552.0,0.0,238983.97,1107747.11,0,0,0,0,1,0
710,160675.91,300071.0,139395.09,883924.25,1044600.15,0,1,0,0,0,0
710,34842.77,5081.0,0.0,43560934.07,43595776.84,0,1,0,0,0,0
710,6176.16,87480.0,81303.84,0.0,0.0,0,0,0,1,0,0
710,46638.41,11129.0,57767.41,3748701.47,3702063.06,1,0,0,0,0,0
710,6690.39,189.0,0.0,0.0,0.0,0,0,0,1,0,0
710,215956.98,28969.0,244925.98,67379.72,0.0,1,0,0,0,0,0
710,13613.5,314.0,0.0,0.0,0.0,0,0,0,1,0,0
710,3714.33,188799.0,185084.67,0.0,0.0,0,0,0,1,0,0
710,25685.03,106181.0,80495.97,0.0,0.0,0,0,0,1,0,0
710,4991.74,19827.0,14835.26,0.0,0.0,0,0,0,1,0,0
710,197479.49,964.0,0.0,11077203.84,11274683.34,0,1,0,0,0,0
710,13738.16,330.0,0.0,0.0,0.0,0,0,0,1,0,0
710,18976.0,13640.0,0.0,0.0,0.0,0,0,0,1,0,0
710,218131.83,207711.0,425842.83,0.0,0.0,1,0,0,0,0,0
710,41020.57,72165.0,31144.43,0.0,0.0,0,0,0,1,0,0
710,302477.99,117930.0,0.0,623383.44,925861.42,0,1,0,0,0,0
710,5146.25,102083.0,96936.75,0.0,0.0,0,0,0,1,0,0
710,16508.22,52608.0,36099.78,19383.14,35891.36,0,0,0,0,1,0
710,941.43,103940.0,102998.57,0.0,0.0,0,0,0,1,0,0
710,62478.93,73347.0,10868.07,37064.54,99543.48,0,1,0,0,0,0
710,33898.5,49855.0,15956.5,0.0,0.0,0,0,0,1,0,0
710,671142.6,342.0,0.0,0.0,671142.6,0,0,0,0,1,0
710,29907.14,145207.0,115299.86,0.0,0.0,0,0,0,1,0,0
710,98891.81,85118.0,0.0,731976.95,830868.77,0,1,0,0,0,0
710,36295.73,67770.0,31474.27,1084617.05,1120912.78,0,1,0,0,0,0
710,175968.52,10399.0,186367.52,4336512.09,4160543.57,1,0,0,0,0,0
710,23817.51,4269.0,0.0,0.0,0.0,0,0,0,1,0,0
710,32577.11,103515.0,70937.89,0.0,0.0,0,0,0,1,0,0
710,162931.78,11169.0,174100.78,362481.22,199549.44,1,0,0,0,0,0
710,4340.74,762.0,0.0,230231.0,234571.74,0,0,1,0,0,0
710,287317.94,51482.0,338799.94,559468.36,272150.42,1,0,0,0,0,0
710,311891.39,5053.0,0.0,378753.65,690645.04,0,1,0,0,0,0
710,123844.72,145.0,0.0,1121334.94,1245179.66,0,0,0,0,1,0
710,132708.19,152.0,0.0,0.0,132708.19,0,1,0,0,0,0
710,164874.31,373.0,0.0,0.0,164874.31,0,1,0,0,0,0
710,371821.83,39781.0,0.0,0.0,371821.83,0,1,0,0,0,0
710,2088.68,744.0,0.0,0.0,0.0,0,0,0,1,0,0
710,4864.07,198100.0,193235.93,0.0,0.0,0,0,0,1,0,0
710,402977.24,144338.0,0.0,1023145.25,1426122.49,0,1,0,0,0,0
710,220814.82,137434.0,0.0,0.0,220814.82,0,1,0,0,0,0
710,259524.15,226.0,0.0,0.0,259524.15,0,1,0,0,0,0
710,8679.75,61333.0,52653.25,0.0,0.0,0,0,0,1,0,0
710,13417.73,2155.0,0.0,0.0,0.0,0,0,0,1,0,0
710,1518.73,604495.0,602976.27,0.0,0.0,0,0,0,1,0,0
710,219705.65,69423.0,289128.65,563223.59,343517.94,1,0,0,0,0,0
710,550950.91,10930.0,0.0,0.0,550950.91,0,0,0,0,1,0
710,365346.21,11670.0,0.0,0.0,365346.21,0,1,0,0,0,0
710,17057.31,329.0,17386.31,107718.55,90661.24,1,0,0,0,0,0
710,6314.36,159192.0,152877.64,14339717.46,14346031.82,0,1,0,0,0,0
710,2784.47,2934.0,149.53,0.0,0.0,0,0,0,1,0,0
710,177939.1,20166.0,0.0,140417.08,318356.18,0,1,0,0,0,0
710,27809.57,60123.0,32313.43,1553240.99,1581050.56,0,1,0,0,0,0
710,17275.62,30179.0,12903.38,0.0,0.0,0,0,0,1,0,0
710,130974.53,73375.0,204349.53,1831258.06,1700283.54,1,0,0,0,0,0
710,151166.98,477497.0,628663.98,545013.23,393846.26,1,0,0,0,0,0
710,86822.12,133.0,0.0,173773.3,260595.42,0,1,0,0,0,0
710,36812.51,90661.0,53848.49,0.0,0.0,0,0,0,1,0,0
710,22394.75,19346.0,0.0,0.0,0.0,0,0,0,1,0,0
710,27830.2,2947.0,0.0,0.0,27830.2,0,1,0,0,0,0
710,819145.88,60266.0,0.0,20989.89,840135.77,0,0,0,0,1,0
710,583225.98,71019.0,0.0,0.0,583225.98,0,1,0,0,0,0
710,424807.28,265359.0,0.0,8039188.58,8463995.86,0,1,0,0,0,0
710,59199.9,16486.0,0.0,0.0,0.0,0,0,0,1,0,0
710,192519.81,33318.0,0.0,12501.27,205021.08,0,1,0,0,0,0
710,13689.96,30098.0,16408.04,0.0,0.0,0,0,0,1,0,0
710,239457.35,10383.0,249840.35,87689.47,0.0,1,0,0,0,0,0
710,49916.92,193.0,0.0,0.0,0.0,0,0,0,1,0,0
710,10412.85,146.0,0.0,0.0,10412.85,0,1,0,0,0,0
710,5893.27,31063.0,25169.73,0.0,0.0,0,0,0,1,0,0
710,143091.92,13.0,0.0,230344.36,373436.28,0,1,0,0,0,0
710,24618.96,7963.0,32581.96,0.0,0.0,1,0,0,0,0,0
710,32982.07,12456.0,0.0,0.0,0.0,0,0,0,1,0,0
710,12687.78,154.0,0.0,0.0,0.0,0,0,0,1,0,0
710,1004.93,151048.0,150043.07,0.0,0.0,0,0,0,1,0,0
710,10113.01,1297.0,0.0,0.0,10113.01,0,1,0,0,0,0
710,12177.26,348.0,0.0,0.0,0.0,0,0,0,1,0,0
710,966035.82,14920.0,0.0,66155.81,1032191.63,0,0,0,0,1,0
710,1917.71,4003.0,2085.29,0.0,0.0,0,0,0,1,0,0
710,38641.28,73441.0,34799.72,0.0,38641.28,0,1,0,0,0,0
710,27432.85,10098.0,0.0,0.0,0.0,0,0,0,1,0,0
710,27346.57,160.0,0.0,0.0,0.0,0,0,0,1,0,0
710,37792.28,21429.0,0.0,0.0,0.0,0,0,0,1,0,0
710,28152.05,885.0,0.0,0.0,0.0,0,0,0,1,0,0
710,230663.44,6383.0,237046.44,332624.41,101960.97,1,0,0,0,0,0
710,10703.14,140.0,0.0,0.0,0.0,0,0,0,1,0,0
710,6488.6,30579.0,24090.4,0.0,0.0,0,0,0,1,0,0
710,46730.26,12189.0,0.0,0.0,0.0,0,0,0,1,0,0
710,8653.96,50395.0,41741.04,0.0,0.0,0,0,0,1,0,0
710,183980.43,2620.0,0.0,182236.02,366216.45,0,1,0,0,0,0
